NU_INSCRICAO,NU_NOTA_MT
edf33c347c866d26872f540bcc1f6ae415f3294c,581.0501825383814
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,445.74071984524096
3a265ea6ebdc4eb2520db912adf5592f03b3d634,425.50169870247163
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,478.33005758714654
0ade5488fd62db34c11a369bdbb4327faacc1635,444.7156168497849
e418fbb77e6ff4103205f3b7f6a66d53183d809b,476.59577294779064
8ddbfe70cd41135cb6f125335a48d100789edbf7,452.5966491781123
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,526.7301837014251
1d3e406d0223d4cb0328850d689ba9fcadf62776,723.8503605668453
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,434.9349081697971
ecaf075653faf2dcdf946c0ce50629f5083347c0,434.18652434353106
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,0.6383435935209816
d43894c5e83bb3a7e5000636295b0b050de19309,430.7575002682934
5b7877d12550dd35d27a02b66a13f2a27bce11ca,0.6383435935209816
18f800ec03e33ebad5fb97aa8465dd3e5961337e,415.20185754022674
bb39cc6296f2c9da3963994899c5c34b50965720,0.6383435935209816
76facda8958cbaf5dba09a4d35d3b4de7596a49d,0.6383435935209816
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,436.30388391385287
e887be276bf553575b20ed1a0de8833d9cb7e247,437.92911756914697
cc8794762ffa592758b5117d67e0d02e2e8b9c49,464.33052747467593
894d277c608610fa8c31db531f64582b9569b2e9,456.3620603243258
b2e029961aa0f20071b74708e0d97e6f200ec582,464.1156453811546
12c7d85e168b09a0278df140a22bcb0052a59b0a,460.2128092487961
64c4892488a9c6281bdabf467a0b5a6382d248e6,452.76459636190157
944e790f6e64eccf6df361247858165f17dd7abb,432.7110184700635
ac112e94587e6e4249b7182329ee5a5040ae94ea,441.88611056131015
a58cf11e498228f9aaca92b0c49f955a6163fb59,699.827070946183
e8c84701c041b7f3b39f3125a0449fa633589fbe,418.4570309327363
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,626.7364396877886
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,0.6383435935209816
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,459.30262310754864
e64ad901853230e396be49311ea98121c348fac6,454.666887366616
8532af19be3729ea233c1f29e4c015820fc7fb3a,454.35083639875415
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,476.2537296749444
26853fd075fe27954772c3070997635b94f32b83,0.6383435935209816
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,503.0867773265989
574ec310dee846f9ae8eb278480257d463f6fbcc,0.6383435935209816
ebb32b8df4ff9b202ba904f310724ce230cb4305,408.52920684932724
8a46e35787225c3e7adef2b998ad9c93a952106b,489.08498703871004
b62bf908b504e8c6898777a7f5b88afed358caea,0.6383435935209816
10d22971ca4f53fc62d02905809ff1c37fbb68fc,0.6383435935209816
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,430.64476948252064
cad47b624b484cb16291449cee30707a46c20199,469.87832889979865
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,0.6383435935209816
bb6c0df09cb6663f142ce6da382b804353453af2,551.5860643187178
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,0.6383435935209816
7bd0affe1bdd3681a0faecd80a3d48c023b986de,474.4163409791609
d76614020539405f481c0f5ffb9e6f88a0bf21b7,507.8538399065718
5ce2df96a99343819ead41bf242044177439696d,0.6383435935209816
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,451.51633543932286
a9216c3fc0c0bf14cda0ca26a71c205458b74896,616.9092331573021
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,417.2746090051636
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,447.7454676528229
176b027cd932b17fcb6f119cfcef338a175062b8,439.90107390390824
41474f2dda61d97f38ba79906d3dbcce223d1bd1,0.6383435935209816
421eb738f9e2ea73e5f4227c915762d6421102ac,429.6431807708257
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,450.0148125191338
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,0.6383435935209816
134d96275e3893946c3a0e1d59f86b336fe64f6e,0.6383435935209816
d4e97da32ccb6987ec074aa48c24ce949c05a78c,0.6383435935209816
fa556e489987a0588e9a8edb5327e2bde1679670,421.35644049611307
95c1d266a2524560761df98b376c17604733a6ad,616.3331450778575
c11c4303d2632cde64105a35554ecb77a8564260,588.02606190798
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,445.18427993141717
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,425.84177751548305
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,561.5062279123124
580c34923cbde328e0aef1641dd02033fc862c04,0.6383435935209816
156e1fb82056b0f6953c443446eb4dcceed7c03b,446.3675195224881
29d8bf198da9caa59047268faca60207da24d1b7,433.4741449888494
1b3f80a1cd9fff0408e96169fcaf006936b34fed,0.6383435935209816
b5932043b62e0c58e16e2cc2c9d5489390e5c895,455.53537203663683
99092cc60948943c59d68d62ed81a75a03059113,678.2554023377332
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,443.3841200451482
dd69fca6f17420dc911016a79e70583ca7ea330d,436.09789819988134
d387995af060965fb9d18973f3dbf4904f071066,461.6003365652763
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,436.7590270391694
543674772357cf9d8a7a8e7dfb89384af80ec30e,-57.38410642934367
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,425.6329549932644
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,460.1108097078074
0736d379ea0962e316ce84cce8e883321be36abb,483.69662103482136
98cc842c547c69a0d27776e272fd8b61131b0b37,0.6383435935209816
890b7696fa85ca2b3e90b3951efec2135e88d5cf,0.6383435935209816
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,427.86751021879
d84b48f7dc7a6e387e6e985525143589754c5b13,433.05824204966666
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,412.92086839057754
dc4fe9d4124d9278f58f6f999711116a3fe58be7,551.3592761588653
f6624d763619c0898b34dc02adf06f53a1721cd0,440.38292653726035
60b1c12559860e7ad966da4c4db5c78e17278fc0,492.80020359183715
a3f3dcb89101d86171f8bb4f4f57939717cf298a,0.6383435935209816
4f365503582b97ea96462d0d36895a5e7f5926df,437.70750351847647
c80869804effb21d50cc8fff3f4c27ba5521240c,0.6383435935209816
d0f351638d60e84b890a498d69c9a7961cdcdf36,424.1513185463975
48e8ec135997ff3676648d5c144c3c7150a7bbb1,422.67014656801626
45484014aefd10ea3e4b08fb93e66c251709cca6,484.98373012304666
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,0.6383435935209816
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,0.6383435935209816
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,410.3673137735001
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,458.4832869416661
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,429.4484457391856
c83c66733c5bd90a59996e473bb69e44f6522976,490.9311389222907
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,658.4460763670044
4c373daf5547a6292c4905696c148ec83f95f083,0.6383435935209816
4549620b5459bb28990580f4ca0b4c2adc5b1a68,532.7835340509979
87f89c855f377c5b100ad2986cc6569e31d94a98,596.8975333249161
d0d8601aab147c191ae37365a930c1ed3eb0414b,701.6100846790229
9a25537903e8e7eab1dfb357903d241e24e86fb8,8.671072423030783
eaecf3dd32668664e1dcc2d6c7a69042824806a6,0.6383435935209816
d19fa85793fcb8ae3126d10592c9c57d3b32971f,0.6383435935209816
c59b370d3aa06b68878c836bceac844953d74972,0.6383435935209816
5a6d397150d1a9e9c82e120f92d1e782da34bddb,444.9813294804742
b2128312e70fdb830091aecb6b27d82617e2e226,452.3621889325993
8257941af168c0cc15f28bd596fd922352dae732,506.6172245773207
854ce153823802674f35bbe1ec010b12e9b3a56f,528.3394911147578
27f1db4e266b154f6f7fbef9c225fab472652a7b,523.1865045639394
11b90bed4a05d11169f308370faf81d6e9ca2c4f,463.29452038527387
5c55b7aeae6cb75ec715b4629812175239e45c15,433.22107450989716
1391c7de937e0fea2ad23ebb111e513bf2aca2af,578.0875898784881
e9488c35627294cd8f5a809c0667aef7a3f0d465,455.9134113874091
39c22d725a24b290af887b25175ae0a8d560db4b,439.9030094410504
e001e1d73163c327a4d800697b1b36cd6921f60d,0.6383435935209816
b83424ca8973e4b2eebf6eb9e26e842999432d22,447.7378784334588
202da3f471204ad489ebf0c3856437337534112d,452.4193025446244
912d751c54b46c860c5ba61666fc6fc59ca2689d,476.50004429411456
8376d681a277c58f06ab633a06eaa66391126246,447.37138958784493
e114f7b197069bde8e158a0dbeaa022dd0c4e280,478.6470144858752
fa84edf183bd459ea9394d77bdc191683a75ff66,460.95815780601663
76190ff09a736ff83169394b770699b2709c5a27,0.6383435935209816
515db15df8581ae72bb8e8358833016adee74e02,547.3247239625044
e2a05053c19e6fba60d0e582e6c7f371728a7106,479.6136899759149
66c14322296ac259374ec98c5c3bb2bd67ba25e9,454.2347573314304
2378556841bc8d5746f2b94d6adefc2db20f9518,495.79692545984767
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,0.6383435935209816
796d558152d241567f8a72b535a5e36fe78886f3,453.58051270459856
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,442.45476879665466
3c748fc7a94edb7ac1484373751ffa8574a3281d,482.34817905220217
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,441.50777265190254
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,0.6383435935209816
10a1e8808e744c619376bff659f859cd71e8c41d,440.9043424640052
fc959dafc37dde3f173f083486d84ce5c817443f,555.9900318702907
6979d91c0a1903a336c640e14eed100821a0e24d,574.9400698369496
d4e37c4c1235ce014392f6c8ba0436f195b9e459,0.6383435935209816
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,0.6383435935209816
565a955a60c6073157aa869c0351c626a7171ef3,805.8819517164619
5697c01ee87a008056ebc0993a1028b41a26d251,0.6383435935209816
99be797e423b5ae08fe342ea772738f71975df47,659.2728356068513
b579ea83f2d6c15b2c717d16a89827d65f39904b,434.01221068215904
e9373b5c22567bec508f2fa2580e4dc3ff687caa,0.6383435935209816
a465af361b68bd536dd8bf61d522b9b21755ab60,476.18092883529954
c8feec2a94d996d03534ce935dec7a034667f107,0.6383435935209816
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,0.6383435935209816
f4f7888cfe88b7a3b0f3d94749921976353ae82c,554.6343107245617
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,0.6383435935209816
2e466f15ac7b80870736fac2d0cf4bd7f362e852,450.6243415222319
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,442.9755252426026
fc83a5c665f70f39b4c7d326118cbf21a898e660,431.818100572916
c26fbd904781a4f6c37a8f8969778f687c6c1424,433.60818724871666
ced4913c2220be57c54bc9f87bb4f441d5976671,444.6406853816082
880ade460a231d722e8bb0e4d17f3c8f77663d37,447.14756712131407
7c869f5b89ddf3130c87011b6508ee59e32682c5,0.6383435935209816
9027f65d4e576928ca59690c280050c53d66506a,588.1614279323043
09eb415bcb9842d207139c8bddf32427a134d51e,0.6383435935209816
f8224c83e27f4921df62876f7ff660b1dab3d974,0.6383435935209816
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,494.6024984803186
dfec3182aec0997207e0845b072498065ec89aac,517.9712376469056
d653549f6d0ba70e2113b2cc56e9a83e331d2462,711.9510951505
e95674df974af80342f676ca9e3540aecec2b8dc,0.6383435935209816
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,551.8972108824443
2b7b15015ab18dc51893827c7e3f01d931a70410,430.6871701905797
22d86e8b43a9412df86ec15ac231b9919e3ec905,0.6383435935209816
1c61035799f6afe7f44c1fb68567d7a8945c3943,440.9324603880847
d5ed4b8732b0d7127a64f7e71137d321c56cc198,520.3604409279994
63edbbe59337f861a710bee4fe8a691d231f23da,525.1162187673317
f62bf9257782d839d38f84376b79611ed0de655d,0.6383435935209816
cf14952b5b09ad1a9497769e3a08da2fd74c6102,408.04454191353796
21b8ef230efbfca6b5f15b36a3243d76ed390967,465.85189171559404
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,0.6383435935209816
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,546.9042482342769
3de3c134579726fe4606b7a05f82ce19f00adb09,0.6383435935209816
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,0.6383435935209816
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,672.0315763685111
520c60d32fd2af8be76abd332859b36d8ae45900,0.6383435935209816
6cb6e2310b52c2898e500f81bea938446592568b,454.3773062733549
0193b535914e1c5a445bede11a408bf1709cd3cb,504.3766922047494
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,418.23083748833704
c512a461034cd90a9c5f1a32332b748041cfeba3,0.6383435935209816
6f77bbe0fc418131d06d15f50b30073eae680dbb,0.6383435935209816
9b378e3937af8e97d4753cdf0c8917306354aaaf,0.6383435935209816
1c92f54a5fe563622a0e23cf116461a7e147efd8,471.60636940937906
90facc45f7578775e3278aa0bd4fb59dad4d37c1,0.6383435935209816
563bd02a1204c85e79026a020ba5af29bce95c12,430.3055254753032
c8062c4cc7e023996bd37b87295f5a2957ddb172,455.7951353463149
ea7cc5987f9cc7f756d501961f64fa5769013823,0.6383435935209816
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,0.6383435935209816
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,479.01718640260003
1b61f7e184c7040ae4cea725153965e1f7f75308,471.90890006953447
aea68e00d370c2a0cfd02bf868824dec427bf23a,439.15712752171754
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,0.6383435935209816
95a9c65324583892b2d1a0c1c5163488f92d4a6d,497.8782328510691
5b7e7632cf766876026d0da6aa7c6df77bc13438,0.6383435935209816
a3be14b06b7aef01331da18e7a1678222b563151,514.9507124670598
92b8965cf3fb76d11e5061f26e577c23d212b9c5,513.1029904962967
96fd0462597b8cf21b1e918c1947106cd8359e5d,428.46123079819046
5c1cef937c40bf8c30c119160bedde7ef679454e,460.64797184691497
27dce80bee1eadbcd82bc7d09adb063e116870f6,0.6383435935209816
271a7e5b703fc3f29f6669415048a760e6355c5b,659.3092610813974
e39fbeab552a4b6492346d821d095c3a0d691555,457.12871257481055
93694c58636eabfe86550e734efb3775ba4d739f,470.11272272907655
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,447.63570510254243
6c05e70130682975c1485a862b6e08b895650671,0.6383435935209816
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,653.4793750708251
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,460.142466383722
283df09083d3c7bec2590f22355c7ba32ec88623,0.6383435935209816
40b96e97dc29dfc990656e30c1038e846b6c8ff2,430.6402790521383
ff362d0a648559b9146fb97ee248eb423c3d6a50,575.9616325009812
717ae2ab18e7ba03c4f3af66500ece6580b29b71,440.39014706423285
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,425.7299004199751
23131f453efc29c2af9553d307692c60a3add1ae,0.6383435935209816
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,0.6383435935209816
941646a7d24ee2837d7de90ff0a736bb8f61d68c,651.2313543571443
cd705413010e6e74f3b90ee78dbbd8b767488f0c,0.6383435935209816
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,655.6750829468527
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,521.0330752267947
72882a9cffe151d94be90e02ce3967a91b628099,436.8295396147339
cf62916c9829bd3ad05104151eee856d6de7ca1c,482.4129083949604
6b8f4241357e65c0491cc0ef96396f811574134c,422.6273212107517
298806ed4313157d412e860ac3ea8833d6ca6970,447.0129478518713
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,479.1225558773014
4485f973590cff61be5ec78cb3032d5fdf25b809,455.3175334184139
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,520.7670258438263
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,467.0864642770794
8288badec4740382dbf7c33e4095cd4db0021bf7,0.6383435935209816
5e139289eb167622f915eea3d1d6e49d15d1c873,461.12075778839466
fc050b2c8fa3446890fe1418332352177dd34506,0.6383435935209816
8f309746992f374b4c2ea88f171233a9469ba649,0.6383435935209816
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,-17.267986841287712
